path,drive_id,mimeType,modifiedTime,sizeBytes
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Depreciation Schedule 2014 - Manuel Leal.pdf,12i8uVjlJZ_mxu844cWx6Re0tgyIZC7DG,application/pdf,2014-10-31T16:52:41Z,59445
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/equity estimate 1.20.16.xlsx,1lfXYiPQHOzarjkz3HqhN_OrVQPm2eJhw,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2017-12-07T16:37:11Z,12782
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/equity estimate 1.20.17.xlsx,1J89HTQnqjvij9WIvp46lNER0gDYkpeWG,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2017-07-31T21:34:15Z,12739
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/equity estimate 12.7.17.xlsx,1fInEGCIPLJwrkJ6yTCDdhShT1-G896Sq,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2017-12-08T13:13:24Z,13480
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/equity estimate 3.20.15.xlsx,1J-zsPlNDrYma7A9WPvCJ_4u12v2rfUNK,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2017-12-07T16:40:36Z,12644
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/equity estimate 4.22.16.xlsx,1yAfmA_LRbZK_QNIDmr7D1dQkEcp-gJs8,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2016-04-22T17:29:09Z,14333
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/equity estimate 7.30.17.xlsx,1VnSIlWzzYfkezZoggg94qJUnIVIRsGZd,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2017-07-31T21:34:13Z,12936
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/equity estimate 9.20.15.xlsx,1QbAeO77mKRa8gT-mhSURq1Dui-2EI7-t,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2016-03-03T00:14:31Z,14310
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/equity estimate Current.xlsx,1dwBLlvoyZ4UsdMkCFNSqObxZT66e83G6,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-04-21T17:34:43Z,234063
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/equity estimate.xlsx,1MS1notLU11mKYZpa6Eqo0CqcOtJaqOF7,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2015-03-13T19:06:30Z,14329
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements,1_CLMzrasMbLu1zoE8nMsrNXZb5Z8CzWH,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/1993 financial statement.pdf,10f-7uUFh-WNiMBcI0powWsxqHMMKUBKX,application/pdf,2017-02-22T18:49:50Z,5655393
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Draft- Manuel Leal & Son Dairy 3.7.16.pdf,10Dxvc_d3tgvF1ladgc4tQP9TG9MAc2JQ,application/pdf,2016-03-11T23:35:39Z,1167787
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/equity 1992-1993.pdf,1UR7VqJ54GJOrbiFh9le7ikd4bKRCjLGv,application/pdf,2017-02-22T18:59:57Z,820931
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/equity 1997.pdf,1IHyTCPglh5aONtv3idKQzgeLgUVTkGDG,application/pdf,2017-02-22T19:00:15Z,339775
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Equity Accounts 1997-2015 with 1993.pdf,1Q-URdxwqvTxlCHF7fH_GghcHsEeMoXto,application/pdf,2017-03-22T20:29:47Z,7397379
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Financial Statement Basis Dairy - ME Version thru 12-31-17xls (3).pdf,17RMOJ3jVOeJKTOjA0UOc5fUHgrI_2F4c,application/pdf,2019-03-18T17:58:03Z,97737
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Financial Statement Basis Dairy - ME Version thru 12-31-18xls.xls,1MDz9WKM7OOOL9Zdhe6N68GqINz_Fui5k,application/vnd.ms-excel,2020-12-18T17:51:46Z,142848
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Leal and Son Dairy 12.31.12 FS.pdf,1QnCh3xtNch1-67r-Vq6Me_bFM2vygDsF,application/pdf,2013-07-30T16:22:24Z,922615
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 12.31.15 FS.PDF,1AOKQT06xYStlhoX1ZvFh_esDkP9dQqux,application/pdf,2020-08-20T11:34:15Z,559424
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 12.31.16 FS.PDF,1q6AAbYV2MNu6yB8cgX8n-k-Z7QMEhcTd,application/pdf,2020-08-20T11:34:14Z,576823
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 12.31.17 FS.PDF,1eVgouyUR2Kok-oopmjSy_DzbuwKL4xfL,application/pdf,2020-08-20T11:34:13Z,586316
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 12.31.18 FS.PDF,1R0G1Hgs8xGHBKzBps6Xg2thFKwReEP_J,application/pdf,2020-08-20T11:34:12Z,579799
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 12.31.19 FS.PDF,1WwKf75SIGfGemgKkulYr0StI16A4RnF7,application/pdf,2020-08-20T11:34:11Z,820128
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 12.31.2022 FS.pdf,1SKsFOPwzFediC7Iwz44zOjsIdYz6tikH,application/pdf,2023-05-03T18:26:49Z,593543
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 12.31.2024 FS.pdf,1qVYs5cBhwon-cO3yxu5e9Jt5uaUcsZRb,application/pdf,2025-03-14T19:00:15Z,427893
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 12.31.21.pdf,1dIQfnMs3r9SjMD8sVY2N2RHDlpV-YhTA,application/pdf,2022-05-17T13:38:49Z,588109
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 1999 FS.pdf,10-q9owIAqjKZw330q4gPQTCpD_ciD-VX,application/pdf,2017-02-17T21:46:14Z,460680
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 2002 FS.pdf,1_xdZYJX7cITLpDa3tDvnOwbkVc7M9qLf,application/pdf,2017-02-17T21:46:14Z,95630
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 2005 FS.pdf,1e_-bD4K14drsUovYDdPhFNDsIZM3zKNI,application/pdf,2006-05-17T13:47:02Z,582268
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 2010 FS.pdf,1WfvXxftl2MsZ2o1NinFrq3ysuuuL1Rt3,application/pdf,2012-02-17T18:57:58Z,834218
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 2011 FS.pdf,1xulP6p-Mmau5g4yqGo4GThBRjtmxIW1k,application/pdf,2012-09-18T13:03:12Z,4291017
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 2012 FS.pdf,1gdzVfbmee-6RE8PNZhB9nQTV2S9Xj5qr,application/pdf,2013-06-18T19:11:50Z,1069325
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 2013 FS.pdf,1B_TQ3iy5octFxE3oIy8Htl0SxTZ_EgAf,application/pdf,2016-03-11T23:33:55Z,974168
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 2014 FS.pdf,1UKkAe_HgGDOc5pw4OPpyYyRJ61ZmZrd1,application/pdf,2016-03-11T23:33:57Z,1031607
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 2015 FS.pdf,1K8YPmLmrbepVTjBBJMVHV3QoUKvRFsDI,application/pdf,2016-12-19T16:58:35Z,559424
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy 2020 FS.pdf,1A6xh9R4Qpaw9JhQhWrZ51ded7tM9eMbX,application/pdf,2021-12-10T18:36:52Z,600408
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Son Dairy Draft 2025.pdf,147k0CCBy2Mu18YzpC5MKiGy1f6w6kEVU,application/pdf,2026-04-29T22:54:19Z,966044
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Manuel Leal & Sons Dairy 12.31.23 FS .pdf,1ZdkvmPsuW17av-9b-cb_UElgCKMBsb4W,application/pdf,2024-06-08T13:17:12Z,606863
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Financial Statements/Reddington Current Value Balance Sheet.pdf,122s_HfG8aMlbu2qfzL3iBORu5nOUnaPI,application/pdf,2017-02-28T23:44:40Z,555513
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Fixed Asset Schedule.pdf,1r-2VRPc6NmCYpXhJ7mvS50h7IrcfKH2Z,application/pdf,2016-03-29T14:25:03Z,56650
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/important numbers.xlsx,1vacOZpTJl2BCbl1IjKnjHSB-y5hkMGrr,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-07-06T23:15:15Z,23583
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Land Lease Contract.docx,16nPRnfuEdrdBqHKZjdXj8CjOSNyHBBHA,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2022-03-16T17:51:49Z,12010
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Leal age retirement payouts.pdf,1z0GK1mZCS-6yZqdUu0tu5rHgl5khGlep,application/pdf,2023-03-14T17:06:40Z,536708
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LEAL APN desc prop taxes.xlsx,1qRX7xUllb1jNLPjuo5cSSm4scmrG-voS,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-07-30T15:02:41Z,15130
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Leal Memo of Trust.pdf,1ouN5eqboNGmXLgw2CqgiLskmjC6ypu80,application/pdf,2022-03-14T23:52:44Z,758756
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LEASE AGREEMENT 3.6.13.docx,1lQDWN-GNS5C7s22iC4PMtDzOB0aG9ySX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2016-10-22T00:38:59Z,11759
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/lease agreement unsigned.pdf,16QUyiDRZaZH8xOtJrBzNtfErUGFe0e9H,application/pdf,2017-07-24T21:19:28Z,2614642
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS,1jbrorv5rz-xzDemLcBV3WI5w3euAUSIn,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Feed Truck Lease Docs.pdf,12AHUqqWtCkIV8XIEAqD3NwocHaCgTCvp,application/pdf,2012-12-13,103714
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/kubota L3200HST loan.pdf,189CELlphPLLrrg_m8-2zcAT83emYjlye,application/pdf,2015-05-01,1274606
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Kubota loan 2024.pdf,10yx0_Sz_NvZ8TxQsb6l-mmWlnRKLscd9,application/pdf,2024-07-29,2588835
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Kubota Loan.pdf,1idNFtMwDgjwQrTrvnRwK2Yc21pg_71Xz,application/pdf,2024-08-06,2579743
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/loan balances 7.30.17.xlsx,1Etf1Ij6-WJHKLv5rwwk7dR9lFDDBQDQB,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2017-08-01,9587
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/machado quota note.pdf,1fSDCRWZsFK3evkuV7UhKlKlGZg5uP45s,application/pdf,2017-12-07,1478869
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/machado quota title.pdf,1PzKHdeeSQKRqjLv5c5v9cgA2-zsezonX,application/pdf,2016-08-24,8306026
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Orozco.Rodrigues Deed.pdf,1ATNLIoV4I0xe-9ajJz8IGJeYno625Gvl,application/pdf,2016-08-24,6012759
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Perry Ranch Loan.pdf,1WJJHdNZ50ZZB9p-VhFDhNXijNB3SBCi7,application/pdf,2013-02-01,454615
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Rodrigues Ranch Escrow.pdf,10ZCnjymzZ2nTAHSwPnCw9Do7m6YvDnqU,application/pdf,2012-02-17,2968417
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Rodrigues Ranch Note.pdf,1b_jf6r-yY-nkYbKzZl6VcfDwP40n1g7l,application/pdf,2017-07-28,1915675
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Silv Large Loan Note.pdf,1FLmQM9ijY8DdkTl8WiFGe0IpmVZ7MvOc,application/pdf,2014-04-25,568151
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Silv Loan Mod.pdf,1-tLAb_5NaztWWRq4wljX28I_6Ml82VBb,application/pdf,2014-04-14,4413793
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/silv mod loan docs.pdf,1VqAHpImzs82i0rt2R71P4VXFwO88S69-,application/pdf,2014-04-25,506549
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Silv Small Loan note.pdf,1hFTKM-Ex4LqIGcdgP-7rNrR2IRrxas_9,application/pdf,2014-04-25,2024716
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/Smith note.pdf,1L3I60HLnCrHxFzAZ4zs3QjVy9WXRHFei,application/pdf,2015-09-29,361866
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOANS DEEDS/TCFCU Ram 2500 loan docs.pdf,1QlX31aF7zz_jbg1TUFXr0hYKwhHX08zN,application/pdf,2024-08-27,1748533
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOL Equity,1JreaO9Rn83hOOx79Yuzph4Nw1r73xWc3,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOL Equity/2017201 Equity Statement.pdf,1tpNvkMPMZDFPaYPaOQsr4VJbt0eABbID,application/pdf,2024-08-23T20:21:52Z,43585
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOL Equity/Ag Service Patronage Statement.pdf,1HT-0Wj7fF_nLCOQkgXGJD3LewqBQoxR7,application/pdf,2013-11-20T14:01:30Z,10347
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOL Equity/Dairy Foods Patronage Statement.pdf,13VYg8x6nOpGVehCMgG-GZiRo3qE2jgKt,application/pdf,2013-11-20T14:01:41Z,10905
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOL Equity/Equity Ownership Statement.pdf,17HMc7O5B17i7Faew-c4EO1Ad6MX13-Fc,application/pdf,2013-11-20T14:01:48Z,11288
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOL Equity/equity statement explained.pdf,1rQb2RBV_Umdc6hXsqXQB0qLjguPTob9s,application/pdf,2013-11-20T14:01:19Z,196562
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/LOL Equity/Estimated Equity Revolvement.pdf,1gEZJRaICMHLVfb5VwnYzRXBAQtufUq48,application/pdf,2013-11-20T14:01:55Z,13891
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Manuel Leal & Son Dairy 2019 Tax Returns.pdf,1q_w2uGJUTXvtl9lTQkEeX0mwrmM-deqR,application/pdf,2020-10-27T16:17:26Z,692122
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Manuel Leal AJEs.QBJ,1_3Q2X6UiATr6H3ScBhLrFmamd8Lsq9TY,application/octet-stream,2021-06-04T21:44:15Z,126536
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Manuel Leal AJEs.xlsx,1vjfh8Se8ZUmb52oItMelGLh4Fe1JVRRE,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2021-06-04T21:44:15Z,29633
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Manuel Leal BS.pdf,1YHJe0Y3gziUmiGdbRJuMejLUs7DqawyL,application/pdf,2021-06-04T21:44:15Z,73452
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Partnership Income Summary.xlsx,1vdNkNCnKlfT67LBsi6bpBWu4IpWZwj_3,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2025-10-02T23:59:10Z,22129
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History,1kxrBFEx3LgavGQ3cwQV999qWI8mv24fF,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/CADE9,1MN5p6nlB-wJkQR5GUZUoxsEfq04QlZbn,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/CADE9/20151231_CADE9.pdf,1hWuzsZ2r7zvLAZEU_z9L2NyJIWvbSs6D,application/pdf,2016-01-07,21161
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/CADE9/20160331_CADE9.pdf,1cv1_aNvcQigHge8AXL07bm9Fs2P9iOXs,application/pdf,2016-04-22,21168
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/CADE9C,19Eov81V9GtyOcR0w95c0aVZw0leon2BC,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/CADE9C/20150930_CADE9C.pdf,1HiJsoU2H_zvOAYS4MqL9qVo08UCA6o3j,application/pdf,2016-01-07,24143
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/CADE9C/20151231_CADE9C.pdf,1yKT9qsRzFIBsEUAEUuEO1gGJwlhJilbW,application/pdf,2016-01-07,24273
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/CADE9C/20160331_CADE9C.pdf,1Lu95lp2eGji4ijdRh6BxIt3Fr1fDm-7V,application/pdf,2016-04-22,25725
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/INWKS943,1S0LWN7KbMBxM97giq9uj8C51b-gSqGMc,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/INWKS943/20151231_INWKS943.pdf,10z1aqItmnq2ZvDqCovNDJO2R3FUcQxcF,application/pdf,2016-01-08,31316
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/W2INTRV1,1PhSjny-9dmung4mIcjgGgm7UV7ezxX3T,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/QB_Manuel_Leal_Dairy 10.5.2009 Tax Form History/W2INTRV1/20151231_W2INTRV1.pdf,1tsEb5HnOv4G4oZXDzv9awXGfvwX-E4fJ,application/pdf,2016-02-03,61570
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Tax Returns - Leal Dairy,1VKSzaoQ8RZatUdpr17RRuiLJ94eP9HoB,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Tax Returns - Leal Dairy/2020 Manuel Leal Dairy TR.pdf,1RoC9hOUa8y4Zf6HvR2Udpn6qPMuuvzNP,application/pdf,2022-06-14,707575
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Tax Returns - Leal Dairy/2021 MANUEL LEAL & SON DAIRY-21222 Partnership Government CopyV1.pdf,10JjOM-Tfl6AMCuwsYAINKYoYFYrZ0oXG,application/pdf,2024-01-23,775270
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Tax Returns - Leal Dairy/2022 MANUEL LEAL & SON DAIRY-21222 Partnership Government CopyV1.pdf,1YyCbVhXkT07scTPw9N4LtL1o0N1UkOXv,application/pdf,2024-01-23,1091270
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Tax Returns - Leal Dairy/Manuel Leal & Son Dairy 2015 TAX.PDF,1C_faR5L3iTVqECG5lRbP7iuaD-GGakjV,application/pdf,2021-02-11,537990
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Tax Returns - Leal Dairy/Manuel Leal & Son Dairy 2016 TAX.PDF,1Fj8CoUv41iSuiR22h4ZYRlo_kXnRIq71,application/pdf,2021-02-11,526530
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Tax Returns - Leal Dairy/Manuel Leal & Son Dairy 2017 TAX.PDF,1bZ_Ufn0mTwBSl-ETn84GT956vhWfGv_C,application/pdf,2021-02-11,679442
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Tax Returns - Leal Dairy/Manuel Leal & Son Dairy 2018 TAX.PDF,1l7v5IEUo4JFZ2pra5VVn_spUAkxJYZTl,application/pdf,2021-02-11,685286
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Tax Returns - Leal Dairy/Manuel Leal & Son Dairy 2019 TAX.PDF,1rrT-ToNv-aukQIAOyW4dE87YRTuCidec,application/pdf,2021-02-11,713701
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2013,1pQO4-8_ye-IT9GBL6wRb2De_Ndfa7hLJ,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2013/2013 Taxes,1dQl6gDwP0W6_l6Km3NKZDOI9yyti3rzS,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2013/2013 Taxes/Cattle Inventory 2013.pdf,1VUT3svOyuWrYSldOd22RgVcsRACsr6Ly,application/pdf,2014-01-30,737455
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/Taxes 2013/2013 Taxes/Citizens dec13.pdf,1SciKO8Ueqy4p-N9pexBviI3AS0iQeXXP,application/pdf,2014-01-30,3703234
